village,district,state
Hala Pora,Anantnag,JAMMU & KASHMIR
Lohar Sanzi,Anantnag,JAMMU & KASHMIR
Gadool Ahlan,Anantnag,JAMMU & KASHMIR
Gee Boom,Anantnag,JAMMU & KASHMIR
Watar Hall,Anantnag,JAMMU & KASHMIR
Takiya Ahamad Shah,Anantnag,JAMMU & KASHMIR
Lisser Chawal Gam,Anantnag,JAMMU & KASHMIR
Oui Bamdoora,Anantnag,JAMMU & KASHMIR
Rakh Lissar,Anantnag,JAMMU & KASHMIR
Forest Block,Anantnag,JAMMU & KASHMIR
Dooru,Anantnag,JAMMU & KASHMIR
Vesu,Anantnag,JAMMU & KASHMIR
Sodora,Anantnag,JAMMU & KASHMIR
Irote Damjan,Anantnag,JAMMU & KASHMIR
Shangran Devsar,Anantnag,JAMMU & KASHMIR
Kishgund,Anantnag,JAMMU & KASHMIR
Nusoo Badra Gund,Anantnag,JAMMU & KASHMIR
Drien Drobdara,Anantnag,JAMMU & KASHMIR
Kuchey Pora,Anantnag,JAMMU & KASHMIR
Yar Khushi Pora,Anantnag,JAMMU & KASHMIR
Lewodra,Anantnag,JAMMU & KASHMIR
Sransoo Sham Pora,Anantnag,JAMMU & KASHMIR
Panzat Wan Pora,Anantnag,JAMMU & KASHMIR
Lok Bawan Larki Pora,Anantnag,JAMMU & KASHMIR
Bronthnu,Anantnag,JAMMU & KASHMIR
Gassi Pora,Anantnag,JAMMU & KASHMIR
Yar Kochi (Arakhashi Pora),Anantnag,JAMMU & KASHMIR
Naid Pora,Anantnag,JAMMU & KASHMIR
Hakura Badas Gam,Anantnag,JAMMU & KASHMIR
Zal Dora,Anantnag,JAMMU & KASHMIR
Hardu Dehrana,Anantnag,JAMMU & KASHMIR
Mant Pora,Anantnag,JAMMU & KASHMIR
Gund Now Roze,Anantnag,JAMMU & KASHMIR
Shangrin,Anantnag,JAMMU & KASHMIR
Chak Path,Anantnag,JAMMU & KASHMIR
Shanker Pora,Anantnag,JAMMU & KASHMIR
Now Pora Shah Abad,Anantnag,JAMMU & KASHMIR
Bona Gund,Anantnag,JAMMU & KASHMIR
Kriri Shah Abad,Anantnag,JAMMU & KASHMIR
Tareh Gam,Anantnag,JAMMU & KASHMIR
Dalwach Gagas Gund,Anantnag,JAMMU & KASHMIR
Hari Gam,Anantnag,JAMMU & KASHMIR
Wan Pora Choimulla,Anantnag,JAMMU & KASHMIR
Kewah,Anantnag,JAMMU & KASHMIR
Tunjlu,Anantnag,JAMMU & KASHMIR
Hillar Shah Abad,Anantnag,JAMMU & KASHMIR
Shaster Gam,Anantnag,JAMMU & KASHMIR
Mahmoodabad,Anantnag,JAMMU & KASHMIR
Bragam,Anantnag,JAMMU & KASHMIR
Gochan,Anantnag,JAMMU & KASHMIR
 Checki Wan Gund,Anantnag,JAMMU & KASHMIR
Manz Moh,Anantnag,JAMMU & KASHMIR
Oojru,Anantnag,JAMMU & KASHMIR
 Prani Gam,Anantnag,JAMMU & KASHMIR
Changoo,Anantnag,JAMMU & KASHMIR
Badhar Moona,Anantnag,JAMMU & KASHMIR
Mundah,Anantnag,JAMMU & KASHMIR
Polia,Anantnag,JAMMU & KASHMIR
Sadi Wara,Anantnag,JAMMU & KASHMIR
Omoh,Anantnag,JAMMU & KASHMIR
Bata Gund,Anantnag,JAMMU & KASHMIR
Now Gam Shah Abad,Anantnag,JAMMU & KASHMIR
Rain Cho Gund,Anantnag,JAMMU & KASHMIR
Thaman Kote,Anantnag,JAMMU & KASHMIR
Qamar,Anantnag,JAMMU & KASHMIR
Halsidar,Anantnag,JAMMU & KASHMIR
Gawas,Anantnag,JAMMU & KASHMIR
Hir Gawas,Anantnag,JAMMU & KASHMIR
Chhohan,Anantnag,JAMMU & KASHMIR
Raing Mandoo,Anantnag,JAMMU & KASHMIR
Kaprin,Anantnag,JAMMU & KASHMIR
Hengi Pora,Anantnag,JAMMU & KASHMIR
Forest Block,Anantnag,JAMMU & KASHMIR
Kulgam,Kulgam,JAMMU & KASHMIR
Kulgam,Kulgam,JAMMU & KASHMIR
Shere Pora,Kulgam,JAMMU & KASHMIR
Now Pora Kher Pora,Kulgam,JAMMU & KASHMIR
Bata Pora Anantnag,Kulgam,JAMMU & KASHMIR
Chana Pora,Kulgam,JAMMU & KASHMIR
Audi Pora,Kulgam,JAMMU & KASHMIR
Wanpora,Kulgam,JAMMU & KASHMIR
Cheneh Gam,Kulgam,JAMMU & KASHMIR
Kala Pora,Kulgam,JAMMU & KASHMIR
Badru,Kulgam,JAMMU & KASHMIR
Khalt Pora,Kulgam,JAMMU & KASHMIR
Bata Pora Zana Pora,Kulgam,JAMMU & KASHMIR
Vari Har,Kulgam,JAMMU & KASHMIR
Hangal Boch,Kulgam,JAMMU & KASHMIR
 Hati Pora Naidgam,Kulgam,JAMMU & KASHMIR
Manchu,Kulgam,JAMMU & KASHMIR
Monad Guphan,Kulgam,JAMMU & KASHMIR
Wawri Pora.,Kulgam,JAMMU & KASHMIR
Sarsana,Kulgam,JAMMU & KASHMIR
Tangdunoo,Kulgam,JAMMU & KASHMIR
Tentri Pora,Kulgam,JAMMU & KASHMIR
Yemrach,Kulgam,JAMMU & KASHMIR
Hardu Hanger,Kulgam,JAMMU & KASHMIR
Dasen,Kulgam,JAMMU & KASHMIR
Domdolla Tanjan,Kulgam,JAMMU & KASHMIR
Kojar,Kulgam,JAMMU & KASHMIR
Nawa Bal,Kulgam,JAMMU & KASHMIR
Kaladrang,Kulgam,JAMMU & KASHMIR
Wedoomashi Pora,Kulgam,JAMMU & KASHMIR
Battachloo,Kulgam,JAMMU & KASHMIR
Howoora,Kulgam,JAMMU & KASHMIR
Red Wana,Kulgam,JAMMU & KASHMIR
Mogal Bagh,Kulgam,JAMMU & KASHMIR
Bagh Wan Poh ,Kulgam,JAMMU & KASHMIR
Baghi Khud Wani,Kulgam,JAMMU & KASHMIR
Wazir Pora,Kulgam,JAMMU & KASHMIR
Bachroo,Kulgam,JAMMU & KASHMIR
Rampora,Kulgam,JAMMU & KASHMIR
Brazlo Jagir,Kulgam,JAMMU & KASHMIR
Tarigam Devsar,Kulgam,JAMMU & KASHMIR
Moti Pora Zeban,Kulgam,JAMMU & KASHMIR
Palno Pandith Pora,Kulgam,JAMMU & KASHMIR
Sampora  Derapora,Kulgam,JAMMU & KASHMIR
Behi Bagh ,Kulgam,JAMMU & KASHMIR
Hanjan ,Kulgam,JAMMU & KASHMIR
Kot Brari ,Kulgam,JAMMU & KASHMIR
Zaban Mati Pora,Kulgam,JAMMU & KASHMIR
Kader,Kulgam,JAMMU & KASHMIR
Parigam Check,Kulgam,JAMMU & KASHMIR
Tarigam Devbugh,Kulgam,JAMMU & KASHMIR
Balso,Kulgam,JAMMU & KASHMIR
Sonigam,Kulgam,JAMMU & KASHMIR
Mukand Pora,Kulgam,JAMMU & KASHMIR
Danow,Kulgam,JAMMU & KASHMIR
Now Pora Tuli Pora,Kulgam,JAMMU & KASHMIR
Mutalhama,Kulgam,JAMMU & KASHMIR
Khrewan Lasi Pora,Kulgam,JAMMU & KASHMIR
Pala Pora,Kulgam,JAMMU & KASHMIR
Krewan Chader,Kulgam,JAMMU & KASHMIR
Bhan ,Kulgam,JAMMU & KASHMIR
Shindoo Kulpora ,Kulgam,JAMMU & KASHMIR
Bogund,Kulgam,JAMMU & KASHMIR
Nani Bugh ,Kulgam,JAMMU & KASHMIR
Supur ,Kulgam,JAMMU & KASHMIR
Paniwah,Kulgam,JAMMU & KASHMIR
Bugam,Kulgam,JAMMU & KASHMIR
Ramgarh,Kulgam,JAMMU & KASHMIR
Khar Brari,Kulgam,JAMMU & KASHMIR
Shali Pora ,Kulgam,JAMMU & KASHMIR
Katrusu,Kulgam,JAMMU & KASHMIR
Shagan Pora ,Kulgam,JAMMU & KASHMIR
Dodar Koot,Kulgam,JAMMU & KASHMIR
Chaki Hanjan,Kulgam,JAMMU & KASHMIR
Now Pora Chalend,Kulgam,JAMMU & KASHMIR
Madi Pora ,Kulgam,JAMMU & KASHMIR
Sofi Pora ,Kulgam,JAMMU & KASHMIR
Antoo (Ahutoo ),Kulgam,JAMMU & KASHMIR
Audora,Kulgam,JAMMU & KASHMIR
Kachohalan,Kulgam,JAMMU & KASHMIR
Hadigam,Kulgam,JAMMU & KASHMIR
Such ,Kulgam,JAMMU & KASHMIR
Poni Pora,Kulgam,JAMMU & KASHMIR
Batsurgam,Kulgam,JAMMU & KASHMIR
Ganosar Gam,Kulgam,JAMMU & KASHMIR
Kahrot Jagir,Kulgam,JAMMU & KASHMIR
Zazri Pora,Kulgam,JAMMU & KASHMIR
Kahrot Khalsa,Kulgam,JAMMU & KASHMIR
Ogam,Kulgam,JAMMU & KASHMIR
Kani Pora,Kulgam,JAMMU & KASHMIR
Surat Jagir,Kulgam,JAMMU & KASHMIR
Dadi Pora Jagir,Kulgam,JAMMU & KASHMIR
Jadi Pora Khalsa,Kulgam,JAMMU & KASHMIR
Akhran,Kulgam,JAMMU & KASHMIR
Nowgam Devsar,Kulgam,JAMMU & KASHMIR
Chak Pora Ban Dora,Kulgam,JAMMU & KASHMIR
Konthchoo,Kulgam,JAMMU & KASHMIR
Jadi Pora Jagir,Kulgam,JAMMU & KASHMIR
Surat Khalsa,Kulgam,JAMMU & KASHMIR
Brazlo,Kulgam,JAMMU & KASHMIR
Okai ,Kulgam,JAMMU & KASHMIR
Mohi Pora,Kulgam,JAMMU & KASHMIR
Bumbrath,Kulgam,JAMMU & KASHMIR
Nilwa,Kulgam,JAMMU & KASHMIR
Pariwan,Kulgam,JAMMU & KASHMIR
Seh Pora,Kulgam,JAMMU & KASHMIR
Seh Pora Ram Pathri,Kulgam,JAMMU & KASHMIR
Gadi Hama,Kulgam,JAMMU & KASHMIR
Begam,Kulgam,JAMMU & KASHMIR
Gopal Pora,Kulgam,JAMMU & KASHMIR
Domchaku,Kulgam,JAMMU & KASHMIR
Adigan Dewsar,Kulgam,JAMMU & KASHMIR
Pambi,Kulgam,JAMMU & KASHMIR
Kakran,Kulgam,JAMMU & KASHMIR
Tang Bal,Kulgam,JAMMU & KASHMIR
Madergam,Kulgam,JAMMU & KASHMIR
Mirhama,Kulgam,JAMMU & KASHMIR
Narseng Pora,Kulgam,JAMMU & KASHMIR
Lirow,Kulgam,JAMMU & KASHMIR
Asthal,Kulgam,JAMMU & KASHMIR
Challan,Kulgam,JAMMU & KASHMIR
Bata Pora Vailoo,Kulgam,JAMMU & KASHMIR
Chatri Pora,Kulgam,JAMMU & KASHMIR
Pahlu,Kulgam,JAMMU & KASHMIR
Shahoo Shachan,Kulgam,JAMMU & KASHMIR
Beri Gam,Kulgam,JAMMU & KASHMIR
Gundi Pora,Kulgam,JAMMU & KASHMIR
Chowgam,Kulgam,JAMMU & KASHMIR
Dard Gund,Kulgam,JAMMU & KASHMIR
Akhal ,Kulgam,JAMMU & KASHMIR
Lanker Pambi,Kulgam,JAMMU & KASHMIR
Gasi Raina,Kulgam,JAMMU & KASHMIR
Khulora,Kulgam,JAMMU & KASHMIR
Chamb Gund,Kulgam,JAMMU & KASHMIR
Malwan,Kulgam,JAMMU & KASHMIR
Chandergi,Kulgam,JAMMU & KASHMIR
Bani Mulla  ,Kulgam,JAMMU & KASHMIR
Arigutnoo,Kulgam,JAMMU & KASHMIR
Paranhal,Kulgam,JAMMU & KASHMIR
Gudar,Kulgam,JAMMU & KASHMIR
Laisoo,Kulgam,JAMMU & KASHMIR
Brinial Lamar,Kulgam,JAMMU & KASHMIR
Partab Pora,Kulgam,JAMMU & KASHMIR
Khara Gund,Kulgam,JAMMU & KASHMIR
Churath,Kulgam,JAMMU & KASHMIR
Ruzloo,Kulgam,JAMMU & KASHMIR
Batango,Kulgam,JAMMU & KASHMIR
Kanchlu,Kulgam,JAMMU & KASHMIR
Thathoo,Kulgam,JAMMU & KASHMIR
Orail,Kulgam,JAMMU & KASHMIR
Karaloo,Kulgam,JAMMU & KASHMIR
Wari Pora,Kulgam,JAMMU & KASHMIR
Chater Gam,Kulgam,JAMMU & KASHMIR
Hakra Dan,Kulgam,JAMMU & KASHMIR
Pach Gam,Kulgam,JAMMU & KASHMIR
Waltengo,Kulgam,JAMMU & KASHMIR
Nigeen Pora,Kulgam,JAMMU & KASHMIR
Nav Bug,Kulgam,JAMMU & KASHMIR
Chak Wazoo,Kulgam,JAMMU & KASHMIR
Chandan  Pajan,Kulgam,JAMMU & KASHMIR
Baihama,Kulgam,JAMMU & KASHMIR
Mandhool,Kulgam,JAMMU & KASHMIR
Yarhool Baba Pora,Kulgam,JAMMU & KASHMIR
Nawah,Kulgam,JAMMU & KASHMIR
Bunigam,Kulgam,JAMMU & KASHMIR
Bagh-i-Sakloo (OG),Kulgam,JAMMU & KASHMIR
 Devsar,Kulgam,JAMMU & KASHMIR
Manigam,Kulgam,JAMMU & KASHMIR
Hanji Pora,Kulgam,JAMMU & KASHMIR
Nawa Pora,Kulgam,JAMMU & KASHMIR
Malpora Brawari,Kulgam,JAMMU & KASHMIR
Hablshi,Kulgam,JAMMU & KASHMIR
Dantehri ,Kulgam,JAMMU & KASHMIR
Kadoorah,Kulgam,JAMMU & KASHMIR
Agru,Kulgam,JAMMU & KASHMIR
Gund Tokipora,Kulgam,JAMMU & KASHMIR
Kelam Bozgam ,Kulgam,JAMMU & KASHMIR
Mangal Pora,Kulgam,JAMMU & KASHMIR
Zongal Pora,Kulgam,JAMMU & KASHMIR
Khah Gund,Kulgam,JAMMU & KASHMIR
Zeipora Devsar,Kulgam,JAMMU & KASHMIR
Ban Gheehal,Kulgam,JAMMU & KASHMIR
Sopat Tangpora,Kulgam,JAMMU & KASHMIR
Damhal Hanjipora,Kulgam,JAMMU & KASHMIR
Kemo Mashigam Khalsa,Kulgam,JAMMU & KASHMIR
Tengam,Kulgam,JAMMU & KASHMIR
Kemo Mashigam Jagir,Kulgam,JAMMU & KASHMIR
Nihama,Kulgam,JAMMU & KASHMIR
Largo Ramahama,Kulgam,JAMMU & KASHMIR
Khokhar Hama,Kulgam,JAMMU & KASHMIR
Likhdi Pora,Kulgam,JAMMU & KASHMIR
Samnoo,Kulgam,JAMMU & KASHMIR
Har Wath,Kulgam,JAMMU & KASHMIR
Damhal Hanji Pora,Kulgam,JAMMU & KASHMIR
Gaudwana,Kulgam,JAMMU & KASHMIR
Yaroo,Kulgam,JAMMU & KASHMIR
Wati Gam,Kulgam,JAMMU & KASHMIR
Bathi Pora,Kulgam,JAMMU & KASHMIR
Chogal Pora,Kulgam,JAMMU & KASHMIR
Mir Wani,Kulgam,JAMMU & KASHMIR
Autoo,Kulgam,JAMMU & KASHMIR
Asnur,Kulgam,JAMMU & KASHMIR
Koreal,Kulgam,JAMMU & KASHMIR
Manzgam,Kulgam,JAMMU & KASHMIR
Durhama,Kulgam,JAMMU & KASHMIR
Chachmolla (Sunamull),Kulgam,JAMMU & KASHMIR
Wari Pora,Kulgam,JAMMU & KASHMIR
Ahmad Abad,Kulgam,JAMMU & KASHMIR
Qasba Khul,Kulgam,JAMMU & KASHMIR
Ringat,Kulgam,JAMMU & KASHMIR
Badigah Lalan,Kulgam,JAMMU & KASHMIR
Nagnad,Kulgam,JAMMU & KASHMIR
Chimmer,Kulgam,JAMMU & KASHMIR
Logopora,Kulgam,JAMMU & KASHMIR
Boh,Kulgam,JAMMU & KASHMIR
Nagam,Kulgam,JAMMU & KASHMIR
Kounser Bal,Kulgam,JAMMU & KASHMIR
Herdumand Gori,Kulgam,JAMMU & KASHMIR
Khuri Bata Pora Jagir,Kulgam,JAMMU & KASHMIR
Lisar Pora,Kulgam,JAMMU & KASHMIR
Halan,Kulgam,JAMMU & KASHMIR
Tang Marg,Kulgam,JAMMU & KASHMIR
Rewtan,Kulgam,JAMMU & KASHMIR
Ragi Pora,Kulgam,JAMMU & KASHMIR
Awil,Kulgam,JAMMU & KASHMIR
Khuri Bata Pora Khalsa,Kulgam,JAMMU & KASHMIR
Chaki Samad Rather,Kulgam,JAMMU & KASHMIR
Chak Rambir Pora,Kulgam,JAMMU & KASHMIR
Yari Khah,Kulgam,JAMMU & KASHMIR
Nandimarg,Kulgam,JAMMU & KASHMIR
Gojri Pora Dayani Pora,Kulgam,JAMMU & KASHMIR
Marg Bal,Kulgam,JAMMU & KASHMIR
Dano Kandi Marag,Kulgam,JAMMU & KASHMIR
Kotamarag,Kulgam,JAMMU & KASHMIR
Gulzarabad (Dandward),Kulgam,JAMMU & KASHMIR
Forest Block,Kulgam,JAMMU & KASHMIR
Doda,Doda,JAMMU & KASHMIR
Doda,Doda,JAMMU & KASHMIR
Desa,Doda,JAMMU & KASHMIR
Bibrota,Doda,JAMMU & KASHMIR
Chaka,Doda,JAMMU & KASHMIR
Tapnel,Doda,JAMMU & KASHMIR
Shamti,Doda,JAMMU & KASHMIR
Mund Dhar,Doda,JAMMU & KASHMIR
Dhandal,Doda,JAMMU & KASHMIR
Kaloohand,Doda,JAMMU & KASHMIR
Bhart,Doda,JAMMU & KASHMIR
Udianpur,Doda,JAMMU & KASHMIR
Al,Doda,JAMMU & KASHMIR
Ahgad,Doda,JAMMU & KASHMIR
Gaddyari,Doda,JAMMU & KASHMIR
Bagla,Doda,JAMMU & KASHMIR
Khono,Doda,JAMMU & KASHMIR
Lodna,Doda,JAMMU & KASHMIR
Abli Masri,Doda,JAMMU & KASHMIR
Gundna,Doda,JAMMU & KASHMIR
Gadetar,Doda,JAMMU & KASHMIR
Charote,Doda,JAMMU & KASHMIR
Malwana Jagir,Doda,JAMMU & KASHMIR
Pankhar,Doda,JAMMU & KASHMIR
Kalihand,Doda,JAMMU & KASHMIR
Chakri,Doda,JAMMU & KASHMIR
Dashnan,Doda,JAMMU & KASHMIR
Koti,Doda,JAMMU & KASHMIR
Goddi,Doda,JAMMU & KASHMIR
Kasti Garh,Doda,JAMMU & KASHMIR
Kotli,Doda,JAMMU & KASHMIR
Gagla,Doda,JAMMU & KASHMIR
Chil,Doda,JAMMU & KASHMIR
Mandole,Doda,JAMMU & KASHMIR
Ganeka,Doda,JAMMU & KASHMIR
Malwas,Doda,JAMMU & KASHMIR
Bajarni,Doda,JAMMU & KASHMIR
Bhagwa,Doda,JAMMU & KASHMIR
Beoli,Doda,JAMMU & KASHMIR
Doda,Doda,JAMMU & KASHMIR
Arnora,Doda,JAMMU & KASHMIR
Barshala,Doda,JAMMU & KASHMIR
Shavian,Doda,JAMMU & KASHMIR
Dhar,Doda,JAMMU & KASHMIR
Bhandas,Doda,JAMMU & KASHMIR
Jajote,Doda,JAMMU & KASHMIR
Hancha,Doda,JAMMU & KASHMIR
Sel,Doda,JAMMU & KASHMIR
Tantna,Doda,JAMMU & KASHMIR
Dhara,Doda,JAMMU & KASHMIR
Dongro,Doda,JAMMU & KASHMIR
Asesi,Doda,JAMMU & KASHMIR
Korara,Doda,JAMMU & KASHMIR
Par Shoola,Doda,JAMMU & KASHMIR
Dhalkankoot,Doda,JAMMU & KASHMIR
Bhakhna,Doda,JAMMU & KASHMIR
Bhal Wana,Doda,JAMMU & KASHMIR
Mahala,Doda,JAMMU & KASHMIR
Jatheli,Doda,JAMMU & KASHMIR
Roti Padarna,Doda,JAMMU & KASHMIR
Bhaboore,Doda,JAMMU & KASHMIR
Jodhpur,Doda,JAMMU & KASHMIR
Hamir Pur,Doda,JAMMU & KASHMIR
Haleja,Doda,JAMMU & KASHMIR
Sohanda,Doda,JAMMU & KASHMIR
Khaleni,Doda,JAMMU & KASHMIR
Kalaya,Doda,JAMMU & KASHMIR
Malhori,Doda,JAMMU & KASHMIR
Marsoh,Doda,JAMMU & KASHMIR
Kuthiara,Doda,JAMMU & KASHMIR
Jathi,Doda,JAMMU & KASHMIR
Ranka,Doda,JAMMU & KASHMIR
Assar,Doda,JAMMU & KASHMIR
Ramgarh,Doda,JAMMU & KASHMIR
Karmeel,Doda,JAMMU & KASHMIR
Ghanhuta,Doda,JAMMU & KASHMIR
Lalhote,Doda,JAMMU & KASHMIR
Charrote,Doda,JAMMU & KASHMIR
Buland Pur,Doda,JAMMU & KASHMIR
Kharonti,Doda,JAMMU & KASHMIR
Seote,Doda,JAMMU & KASHMIR
Bari,Doda,JAMMU & KASHMIR
Hud,Doda,JAMMU & KASHMIR
Gangalwar,Doda,JAMMU & KASHMIR
Paryote,Doda,JAMMU & KASHMIR
Shaerna Kalan,Doda,JAMMU & KASHMIR
Shewa,Doda,JAMMU & KASHMIR
Kehlote,Doda,JAMMU & KASHMIR
Kukrasu,Doda,JAMMU & KASHMIR
Mechrota Khurd,Doda,JAMMU & KASHMIR
Bhadra,Doda,JAMMU & KASHMIR
Rahi,Doda,JAMMU & KASHMIR
Shaja,Doda,JAMMU & KASHMIR
Masrunda,Doda,JAMMU & KASHMIR
Gangatah,Doda,JAMMU & KASHMIR
Mechrota Kalan,Doda,JAMMU & KASHMIR
Shaerna Khurd,Doda,JAMMU & KASHMIR
Balasu,Doda,JAMMU & KASHMIR
Dharara,Doda,JAMMU & KASHMIR
Naid Angri,Doda,JAMMU & KASHMIR
Phangota,Doda,JAMMU & KASHMIR
Rivara,Doda,JAMMU & KASHMIR
Pranu,Doda,JAMMU & KASHMIR
Kotahri,Doda,JAMMU & KASHMIR
Saras,Doda,JAMMU & KASHMIR
Goha,Doda,JAMMU & KASHMIR
Rote,Doda,JAMMU & KASHMIR
Bayota,Doda,JAMMU & KASHMIR
Magota,Doda,JAMMU & KASHMIR
Sarak,Doda,JAMMU & KASHMIR
Mothi,Doda,JAMMU & KASHMIR
Hambal,Doda,JAMMU & KASHMIR
Sarsi,Doda,JAMMU & KASHMIR
Saronda,Doda,JAMMU & KASHMIR
Masri,Doda,JAMMU & KASHMIR
Jagrote,Doda,JAMMU & KASHMIR
Altu,Doda,JAMMU & KASHMIR
Ibrakh,Doda,JAMMU & KASHMIR
Bhatri,Doda,JAMMU & KASHMIR
Parbal,Doda,JAMMU & KASHMIR
Bhasti,Doda,JAMMU & KASHMIR
Tarowa,Doda,JAMMU & KASHMIR
Shangroo,Doda,JAMMU & KASHMIR
Darondi,Doda,JAMMU & KASHMIR
Kotla,Doda,JAMMU & KASHMIR
Banjai,Doda,JAMMU & KASHMIR
Kumarri,Doda,JAMMU & KASHMIR
Thalsara,Doda,JAMMU & KASHMIR
Forest Block,Doda,JAMMU & KASHMIR
Thathri,Doda,JAMMU & KASHMIR
Barshala,Doda,JAMMU & KASHMIR
Parnot,Doda,JAMMU & KASHMIR
Daronjamani,Doda,JAMMU & KASHMIR
Shibnot,Doda,JAMMU & KASHMIR
Daron Kerani,Doda,JAMMU & KASHMIR
Panthan,Doda,JAMMU & KASHMIR
Herani,Doda,JAMMU & KASHMIR
Kandote,Doda,JAMMU & KASHMIR
Shahrote,Doda,JAMMU & KASHMIR
Hanejo,Doda,JAMMU & KASHMIR
Renkha,Doda,JAMMU & KASHMIR
Kahla,Doda,JAMMU & KASHMIR
Jangalwar,Doda,JAMMU & KASHMIR
Thatri,Doda,JAMMU & KASHMIR
Chuteri,Doda,JAMMU & KASHMIR
Mahri,Doda,JAMMU & KASHMIR
Chira,Doda,JAMMU & KASHMIR
Nanadna,Doda,JAMMU & KASHMIR
Fagsu,Doda,JAMMU & KASHMIR
Kathawa,Doda,JAMMU & KASHMIR
Dadian,Doda,JAMMU & KASHMIR
Indrala,Doda,JAMMU & KASHMIR
Hagona,Doda,JAMMU & KASHMIR
Gurekra,Doda,JAMMU & KASHMIR
Malota,Doda,JAMMU & KASHMIR
Pemasa,Doda,JAMMU & KASHMIR
Kawani,Doda,JAMMU & KASHMIR
Chegsu,Doda,JAMMU & KASHMIR
Kemega,Doda,JAMMU & KASHMIR
Bhela,Doda,JAMMU & KASHMIR
Thalela,Doda,JAMMU & KASHMIR
Darori,Doda,JAMMU & KASHMIR
Kolai,Doda,JAMMU & KASHMIR
Madren,Doda,JAMMU & KASHMIR
Agrika,Doda,JAMMU & KASHMIR
Natwas,Doda,JAMMU & KASHMIR
Dehra,Doda,JAMMU & KASHMIR
Jandani,Doda,JAMMU & KASHMIR
Jagota,Doda,JAMMU & KASHMIR
Puneja,Doda,JAMMU & KASHMIR
Kothi Pain,Doda,JAMMU & KASHMIR
Kothi Bala,Doda,JAMMU & KASHMIR
Jhajka,Doda,JAMMU & KASHMIR
Sharni,Doda,JAMMU & KASHMIR
Rukali Khurd,Doda,JAMMU & KASHMIR
Rukali Kalan,Doda,JAMMU & KASHMIR
Bolian,Doda,JAMMU & KASHMIR
Sahan,Doda,JAMMU & KASHMIR
Nai,Doda,JAMMU & KASHMIR
Chagnu,Doda,JAMMU & KASHMIR
Gosti,Doda,JAMMU & KASHMIR
Amrit Garh,Doda,JAMMU & KASHMIR
Jora Khurd,Doda,JAMMU & KASHMIR
Budhi,Doda,JAMMU & KASHMIR
Galoo,Doda,JAMMU & KASHMIR
Ranot,Doda,JAMMU & KASHMIR
Halaran,Doda,JAMMU & KASHMIR
Kencha,Doda,JAMMU & KASHMIR
Sichal,Doda,JAMMU & KASHMIR
Piykal (Plakul),Doda,JAMMU & KASHMIR
Kuthiara,Doda,JAMMU & KASHMIR
Dichhal,Doda,JAMMU & KASHMIR
Bhatoli,Doda,JAMMU & KASHMIR
Malanu,Doda,JAMMU & KASHMIR
Bhatola,Doda,JAMMU & KASHMIR
Nagni,Doda,JAMMU & KASHMIR
Jia,Doda,JAMMU & KASHMIR
Jora Kalan,Doda,JAMMU & KASHMIR
Hoja Bola,Doda,JAMMU & KASHMIR
Banoia,Doda,JAMMU & KASHMIR
Bajah,Doda,JAMMU & KASHMIR
Kundi,Doda,JAMMU & KASHMIR
Jasolah,Doda,JAMMU & KASHMIR
Shakla,Doda,JAMMU & KASHMIR
Grondra,Doda,JAMMU & KASHMIR
Bhalara,Doda,JAMMU & KASHMIR
Deyoki,Doda,JAMMU & KASHMIR
Dhaliah,Doda,JAMMU & KASHMIR
Bachhra,Doda,JAMMU & KASHMIR
Sunarthawa,Doda,JAMMU & KASHMIR
Sham Dalain,Doda,JAMMU & KASHMIR
Suranga,Doda,JAMMU & KASHMIR
Gugara,Doda,JAMMU & KASHMIR
Kahi Trankal,Doda,JAMMU & KASHMIR
Tanta,Doda,JAMMU & KASHMIR
Goela,Doda,JAMMU & KASHMIR
Botagra,Doda,JAMMU & KASHMIR
Ghaba,Doda,JAMMU & KASHMIR
Dhar Yotha,Doda,JAMMU & KASHMIR
Indlu,Doda,JAMMU & KASHMIR
Kanso,Doda,JAMMU & KASHMIR
Bathri,Doda,JAMMU & KASHMIR
Forest Block (Jantroon) (Un-inhabited),Doda,JAMMU & KASHMIR
Gandoh,Doda,JAMMU & KASHMIR
Chalri,Doda,JAMMU & KASHMIR
Amrit Pora,Doda,JAMMU & KASHMIR
Chanias,Doda,JAMMU & KASHMIR
Beli Chinalra,Doda,JAMMU & KASHMIR
Gando,Doda,JAMMU & KASHMIR
Champal,Doda,JAMMU & KASHMIR
Muksias,Doda,JAMMU & KASHMIR
Bhatoli,Doda,JAMMU & KASHMIR
Hadal,Doda,JAMMU & KASHMIR
Mano,Doda,JAMMU & KASHMIR
Amarsingh Pora ,Doda,JAMMU & KASHMIR
Chillebala,Doda,JAMMU & KASHMIR
Chillepain,Doda,JAMMU & KASHMIR
Sanwara (Sanwar),Doda,JAMMU & KASHMIR
Taloogarh,Doda,JAMMU & KASHMIR
Tendala,Doda,JAMMU & KASHMIR
Budhli,Doda,JAMMU & KASHMIR
Jakias,Doda,JAMMU & KASHMIR
Bhatyas,Doda,JAMMU & KASHMIR
Dhadkahi,Doda,JAMMU & KASHMIR
Rela,Doda,JAMMU & KASHMIR
Kharangal,Doda,JAMMU & KASHMIR
Darai,Doda,JAMMU & KASHMIR
Chounri,Doda,JAMMU & KASHMIR
Raj Pura,Doda,JAMMU & KASHMIR
