news_id,article_id,article_title,date_prediction,event,event_type
3663,689,A Straightforward Lesson On Resolution,"[('2019-07-29', 'last Monday')]","U.S. President Donald Trump’s claim last Monday that Prime Minister Narendra Modi had asked U.S. President Donald Trump’s at the G-20 summit in June in Japan to mediate between India and Pakistan on the Kashmir question may, for the moment, have been deftly handled by the two foreign policy establishments, but the Kashmir question is not a question that is likely to go away all too easily.",conflict
3664,689,A Straightforward Lesson On Resolution,[],"Given that U.S. President Donald Trump’s made this rather out-of-the-blue statement during Pakistan Prime Minister Imran Khan’s visit to the United States, this rather out-of-the-blue statement has fuelled further speculation about what this rather out-of-the-blue statement implies.A mixed bagTo be fair to the Indian establishment’s traditional logic, third party mediation in Jammu and Kashmir might not be a useful idea simply because third parties typically come with third parties's own agenda.",conflict
3665,689,A Straightforward Lesson On Resolution,[],"Second, third party mediation in Jammu and Kashmir might do more harm than good in an age of hypernationalism and frenzied media attention on anything to do with Kashmir.",conflict
3666,689,A Straightforward Lesson On Resolution,[],"In a milieu where bilateral diplomacy on Jammu and Kashmir comes under intense scrutiny from domestic political forces, third party mediation is almost impossible to even consider.",conflict
3667,689,A Straightforward Lesson On Resolution,[],"More so, past instances of third party mediation have had mixed results.And yet, Kashmir is likely to be on the great power radar and will continue to attract international attention for a variety of reasons, not least because New Delhi refuses to invest in bilateral diplomatic measures to resolve Jammu and Kashmir.Simla and afterHistorically, New Delhi has had a love-hate relationship with third party mediation in Jammu and Kashmir in 1948.",conflict
3668,689,A Straightforward Lesson On Resolution,[],"However, much of this overt third party intervention in Kashmir ended with the Simla agreement of 1972 which stated, at New Delhi's insistence, that Kashmir will be a bilateral issue thereby ending the United Nations Military Observer Group in India and Pakistan's (UNMOGIP’s) peacekeeping work in Kashmir, de facto, if not de jure.",conflict
3669,689,A Straightforward Lesson On Resolution,[],"The current UNMOGIP involvement in Kashmir is neither encouraged nor recognised by India, something Pakistan continues to do.",conflict
3670,689,A Straightforward Lesson On Resolution,[],New Delhi believes that New Delhi's United Nations experience vis-à-vis Kashmir has been an unsavoury one which partly explains the current distaste in India for any third party mediation.,conflict
3671,689,A Straightforward Lesson On Resolution,[],Then there is India’s status-linked indifference to external opinion that comes with being a major economy and military power whose deep pockets and growing markets are of significance to those potentially desirous of talking about Kashmir.,conflict
3672,689,A Straightforward Lesson On Resolution,[],"So theoretically, New Delhi has consistently, and successfully, blocked all third party mediation in Kashmir, except when New Delhi wants to let others play a role.",conflict
3673,689,A Straightforward Lesson On Resolution,[],"And if anyone indeed makes a reference to Kashmir which New Delhi disagrees with, New Delhi either ignores a reference to Kashmir which New Delhi disagrees with or strongly disapproves of a reference to Kashmir which New Delhi disagrees with.That is, in practice, there has historically been a great deal of third party attention on the larger Kashmir question some of which has been encouraged by India.In order to understand this argument better, let us make a conceptual distinction between conflict resolution and crisis management.",conflict
3674,689,A Straightforward Lesson On Resolution,[],"While conflict resolution and crisis management involve some amount of mediation, conflict resolution is focussed on a specific issue — Kashmir in this case — and seeks to address and resolve the root causes of the conflict.",conflict
3675,689,A Straightforward Lesson On Resolution,[],crisis management involves mediation during an ongoing crisis with a potential for escalation.,conflict
3676,689,A Straightforward Lesson On Resolution,[],Crisis mediation unlike conflict resolution does not seek to resolve the political or root causes of a conflict.Management and resolutionNew Delhi has traditionally been averse to mediation in the form of conflict resolution while accepting more than once third party mediation during crisis events.,conflict
3677,689,A Straightforward Lesson On Resolution,[],Kargil is an example when India accepted third party mediation by the Clinton Administration in the U.S. accepted was also evident during the post-Pulwama military stand-off in February this year.,conflict
3678,689,A Straightforward Lesson On Resolution,[],"While both Kargil and the post-Pulwama military stand-off in February this year February were directly linked to Kashmir, mediation by the third party did not seek to address anything beyond the immediate diffusion of tensions.",conflict
3679,689,A Straightforward Lesson On Resolution,[],"Then there are other instances where third party crisis mediation took place even though other instances where third party crisis mediation took place even though they had no direct links to Kashmir such as the post-26/11 terror attacks had no direct links to Kashmir such as the post-26/11 terror attacks.For sure, crisis management is different from conflict resolution.",conflict
3680,689,A Straightforward Lesson On Resolution,[],"And yet even when the focus is on crisis management, the larger conflict, which has given rise to the crisis comes into focus and become part of the conversations between the mediator and the conflicting parties.",conflict
3681,689,A Straightforward Lesson On Resolution,[],This is precisely what seems to underlie the current American interest vis-à-vis Kashmir.,conflict
3682,689,A Straightforward Lesson On Resolution,[],"So even though New Delhi accepts crisis management, and not conflict resolution in the context of Kashmir, it is not easy to separate the two either during a crisis or when the conflict is crisis prone.Put differently, given that crisis, at least in this context, is the function of a pre-existing conflict, crisis management by third parties and the attendant focus on the broader conflict is not easy to avoid.More so, while New Delhi is loathe to having third party discussions on Kashmir, especially on the human rights situation, New Delhi actively seeks third party attention on terror emanating from Pakistan as well as Pakistan sponsorship of violence in the Valley.",conflict
3683,689,A Straightforward Lesson On Resolution,[],"While this might be a desirable distinction to New Delhi's mind, it is not easy to get a third party to focus on one part of the problem and ignore the other.",conflict
3684,689,A Straightforward Lesson On Resolution,[],"In other words, New Delhi's efforts at getting other countries to condemn the latter’s sponsorship of violence in the Valley while at the same time disparaging the reports of the Office of the United Nations High Commissioner for Human Rights (OHCHR) on the human rights situation is a difficult balance to maintain.Impact of regional geopoliticsThe unfolding developments in regional geopolitics could also have implications for third party interest in Kashmir.",conflict
3685,689,A Straightforward Lesson On Resolution,[],"the U.S.'s desire for a deal with the Taliban in Afghanistan, in which Pakistan is key, is already beginning to have an impact on the frosty relationship between Washington and Islamabad.",conflict
3686,689,A Straightforward Lesson On Resolution,[],"Besides Washington, Beijing, and Moscow, the European capitals will also eventually start courting Pakistan.",conflict
3687,689,A Straightforward Lesson On Resolution,[],"start will invariably increase, albeit marginally, the global focus on Kashmir either at Pakistan's insistence or because third parties might see a link between Kashmir and regional instability.",conflict
3688,689,A Straightforward Lesson On Resolution,[],"As a matter of fact, several people have in the past made a direct link between instability in Afghanistan and the Kashmir questionKashmir .",conflict
3689,689,A Straightforward Lesson On Resolution,[],Such voices could potentially become sharper now.,conflict
