article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
3038,2019-07-31T19:44:24.000Z,Jammu and Kashmir Governor Satya Pal Malik reiterated that people should not pay heed to rumors making rounds about Centre mulling to do away with special domicile rights of the J&K residents.,['Kashmir'],"['Jammu and Kashmir', 'J&K']",,[],,
3040,2019-07-31T19:46:33.000Z,"Mahendra Singh Dhoni, an honorary lieutenant colonel in the Territorial Army, joined Army troops in south Kashmir region on Wednesday to carry out patrolling, guard duties and similar responsibilities just like other soldiers.",['Kashmir'],,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3050,2019-07-31T19:55:41.000Z,Authorities in Poonch District on Wednesday conducted recounting of votes for a Panch ward and declared winner the contestant who earlier lost the elections from one vote.,['Poonch District'],,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3052,2019-07-31T19:58:12.000Z,Also Read | Security forces launch search operation in JK's Rajouri,['Rajouri'],"['JK', 'Rajouri']",,[],,
3053,2019-07-31T19:58:22.000Z,"Financial Commissioner, Health and Medical Education, Atal Dullo Wednesday reviewed the status of rolling out Anemia Mukt Bharat (AMB) programme in the state.",,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3055,2019-07-31T19:58:30.000Z,Villagers living close to the Line of Control (LoC) in TundiTrarPanchayat staged a demonstration against the shortage of staff in Government Primary School Sharma Basti on Wednesday.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3085,2019-07-31T20:17:39.000Z,"'Mehbooba trying to stay relevant in politics, time to get rid of family rule in J&#038;K'",['Mehbooba'],,,[],,
3086,2019-07-31T20:19:59.000Z,Plan to hoist tricolour in all panchayats of state on Aug 15,,,2019-08-15,"[('2019-08-15', 'Aug 15')]",,
3092,2019-08-01T01:30:00.000Z,"J&K partner state in WFI, roadshows on September 1, 2 Principal Secretary Industries & Commerce (I&C) Department, Navin Kumar Chaudhary September 1 chaired a meeting to discuss and finalize the preparations of Jammu and Kashmir (J&K) for participation in WFI 2019.",['Kashmir'],"['Jammu and Kashmir', 'J&K']",2019-01-01,"[('0002-09-01', 'September 1, 2'), ('2018-09-01', 'September 1')]",,
3094,2019-08-01T01:30:00.000Z,"Deptt promotes Gurez in travel marts, roadshows: Dir Tourism The two-day Gurez festival organized the Department of Tourism and District administration Bandipora which concluded successfully here saw an overwhelming response from the locals and the tourists.",['Bandipora'],['Bandipora'],,[],,
3097,2019-08-01T01:30:00.000Z,Directorate of Physical Education and Sports kick-started first ever 5-a-side women Hockey tournament 2019 at university campus.,,,2019-01-01,[],,
3097,2019-08-01T01:30:00.000Z,The main motto of first ever 5-a-side women Hockey tournament 2019 is to encourage large participation of various colleges.,,,2019-01-01,[],,
3100,2019-08-01T01:30:00.000Z,"Advocate General of J&K and Member of Shri Amarnath Shrine Board (SASB), D C Raina met Governor Satya Pal Malik at the Raj Bhavan here today.",['Raj Bhavan'],,2019-08-01,"[('2019-08-01', 'today')]",,
3106,2019-08-01T01:30:00.000Z,"Doctors at SMHS Hospital fix November 04, 2021 for nephrectomy of 50-year-old man A patient from south Kashmir’s Pulwama district whose one kidney is not functioning has been surprisingly asked to come for surgery after two years at SMHS Hospital.",['Kashmir'],['Pulwama'],2021-11-04,"[('2021-11-04', 'November 04, 2021')]",,
3107,2019-08-01T01:30:00.000Z,"Experts call for awareness among people to preserve Kashmir’s water bodies Experts on Wednesday warned that there is an urgent need to create awareness among people to preserve Kashmir’s water bodiesKashmir’s, otherwise Kashmir’s water bodies will be polluted more and deteriorate.",['Kashmir'],,2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3130,2019-08-01T01:30:00.000Z,Governor Satya Pal Malik Wednesday said former chief minister and PDP president Mehbooba Mufti's party is in ruins.,,,2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3130,2019-08-01T01:30:00.000Z,"While launching the musical fountains at the SKICC, Malik said, “former chief minister and PDP president Mehbooba Mufti's is visiting different places in Kashmir as former chief minister and PDP president Mehbooba Mufti's party is in complete ruins.""",['Kashmir'],,,[],,
3136,2019-08-01T01:30:00.000Z,Parry joins PC Peoples Conference (PC) Chairman Sajad Gani Lone Wednesday said Parry was ready to give “unconditional support” to any political party to defend the special status of Jammu Kashmir.,['Kashmir'],['Jammu Kashmir'],2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3147,2019-08-01T01:30:00.000Z,"District Development Commissioner (DDC) Bandipora, Shahbaz Ahmad Mirza Wednesday conducted an extensive tour of Gurez valley to review developmental projects and public services.",['Gurez'],['Bandipora'],2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3147,2019-08-01T01:30:00.000Z,"District Development Commissioner (DDC) Bandipora, Shahbaz Ahmad Mirza held an interaction with public representatives including Sarpanchs and Panchs.",['Bandipora'],,,[],,
3157,2019-08-01T04:26:57.000Z,"In an unprecedented move, the United States on Wednesday slapped sanctions against Iranian Foreign Minister Javad Zarif on the ground that Iranian Foreign Minister Javad Zarif acted or purported to act for or on behalf of, directly or indirectly, the Iranian Supreme Leader.",,['the United States'],2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3162,2019-08-01T05:13:06.000Z,"A militant was arrested along with arms and ammunition in Qazipora area of central Kashmir’s Budgam district on Wednesday, police said.","['Qazipora', 'Kashmir', 'Budgam']","['Qazipora', 'Budgam']",2019-08-01,"[('2019-07-31', 'Wednesday')]",,
3174,2019-08-01T05:27:38.000Z,"If you have always been fascinated by the idea of flying a fighter aircraft on a combat mission for the Indian Air Force (IAF), you can do flying right from the comfort of your living room now.",,,2019-08-01,[],,
3196,2019-08-01T07:15:06.000Z,"JKNPP Chief Patron, Prof. Bhim Singh addressing press conference at Party Headquarter Gandhi Nagar, Jammu",,['Gandhi Nagar'],,[],,
3198,2019-08-01T07:34:26.000Z,Jammu and Kashmir Police on Thursday said they have arrested five burglars in Chadoora area of Budgam district in central Kashmir.,"['Budgam', 'Chadoora', 'Kashmir']","['Jammu', 'Budgam', 'Kashmir']",2019-08-01,"[('2019-08-01', 'Thursday')]",,
3201,2019-08-01T08:05:51.000Z,"Srinagar: Jammu and Kashmir Governor, Satya Pal Malik on Thursday inaugurated the government medical college, Baramulla.","['Baramulla', 'Kashmir']","['Baramulla', 'Jammu and Kashmir', 'Srinagar']",2019-08-01,"[('2019-08-01', 'Thursday')]",,
3206,2019-08-01T09:17:00.000Z,"Pakistan Police claimed to have arrested an ""Indian spy"" in Punjab province.",['Punjab province'],"['Punjab', 'Pakistan']",,[],,
3211,2019-08-01T09:57:00.000Z,Police on Thursday claimed to have arrested a Hizbul Mujahideen millitant from central Kashmir's Budgam district.,"['Budgam', 'Kashmir']","['Kashmir', 'Budgam']",2019-08-01,"[('2019-08-01', 'Thursday')]",,
3211,2019-08-01T09:57:00.000Z,A source said that a naka was laid by Police central Kashmir's Budgam district at Qazipora area of central Kashmir's Budgam district following a tip-off about the movement of some militants in Qazipora area of the district.,"['Budgam', 'Kashmir', 'Qazipora']",,,[],,
3217,2019-08-01T10:57:41.000Z,"Pakistan has decided to grant consular access to Indian national Kulbhushan Jadhav in accordance with the International Court of Justice (ICJ) ruling, according to the Pakistan Foreign Office spokesperson.",,['Pakistan'],,[],,
3220,2019-08-01T11:19:38.000Z,A BJP leader stoked a controversy in the Odisha Assembly on Thursday when A BJP leader said “Muslim women dominated the red-light areas of Mumbai and Kolkata” while speaking in support of the “triple talaq” bill.,['Kolkata'],"['Mumbai', 'Kolkata']",2019-08-01,"[('2019-08-01', 'Thursday')]",,
3222,2019-08-01T11:28:00.000Z,National Conference President and Member of Parliament from Srinagar Dr Farooq Abdullah called on Prime Minister Narendra Modi today in New Delhi.,,"['New Delhi', 'Srinagar']",2019-08-01,"[('2019-08-01', 'today')]",,
3232,2019-08-01T11:55:32.000Z,"A morning downpour in parts of Kashmir on Thursday brought down the temperature in the Valley, even as rain caused waterlogging in many regions.",['Kashmir'],,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3237,2019-08-01T12:44:48.000Z,"The Jammu-Srinagar national highway was reopened for vehicular traffic on Thursday after a day-long blockade due to landslides in Jammu and Kashmir’s Ramban district, officials said.",['Kashmir'],['Jammu'],2019-08-01,"[('2019-08-01', 'Thursday')]",,
3257,2019-08-01T14:36:00.000Z,Delhi Chief Minister Arvind Kejriwal on Thursday announced that people consuming up to 200 units of electricity won't have to pay power bills.,,,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3258,2019-08-01T14:44:00.000Z,"The State Administrative Council (SAC) on Thursday approved enhancement in Hardship Allowance of J&K Police personnel from existing eight per cent to ten per cent of the basic pay for all the ranks with effect from August 1, 2019.",,,2019-08-01,"[('2019-08-01', 'Thursday'), ('2019-08-01', 'August 1, 2019')]",,
3260,2019-08-01T14:50:00.000Z,"BLP MLA Kuldeep Singh Sengar, the main accused in the Unnao rape case, was expelled by the party on Thursday.",,['Unnao'],2019-08-01,"[('2019-08-01', 'Thursday')]",,
3260,2019-08-01T14:50:00.000Z,An official announcement about expelled is expected later in the day.,,,2019-08-01,[],,
3261,2019-08-01T14:56:00.000Z,"All India Congress Committee (AICC) has called a meeting of Kashmir Policy Planning group in Delhi on Friday, All India Congress Committee (AICC) said in a statement.",['Kashmir'],['Delhi'],2019-08-01,"[('2019-07-26', 'Friday')]",,
3267,2019-08-01T16:20:00.000Z,"Indian national Kulbhushan Jadhav, who is on death row in Pakistan, will be granted consular access by Friday, Foreign Office spokesman Mohammad Faisal said on Thursday.",,['Pakistan'],2019-08-01,"[('2019-08-02', 'Friday'), ('2019-08-01', 'Thursday')]",,
3270,2019-08-01T17:23:00.000Z,"Lok Sabha on Thursday passed amendments to the Insolvency and Bankruptcy Code, with the government asserting that the spirit behind the Insolvency and Bankruptcy Code is not to allow companies to die.",,,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3299,2019-08-01T18:33:22.000Z,"MoS Labour and Employment, Govt of Uttar Pradesh meets Governor.",,['Uttar Pradesh'],,[],,
3299,2019-08-01T18:33:22.000Z,"SRINAGAR, AUGUST 1: Sunil Bharala, MoS Labour and Employment, Govt.",['Govt.'],,2019-08-01,[],,
3299,2019-08-01T18:33:22.000Z,"of Uttar Pradesh, met Governor at the RajBhavan here AUGUST 1.",['Uttar Pradesh'],['Uttar Pradesh'],2019-08-01,[],,
3302,2019-08-01T18:33:52.000Z,Al-Qaeda heir Hamza bin Laden killed: US media.,,['US'],,[],,
3302,2019-08-01T18:33:52.000Z,"Washington, Aug 1: Al-Qaeda heir Hamza bin LadenAl-Qaeda, has been killed, US media reported Wednesday citing American officials.",,,2019-08-01,"[('2019-08-01', 'Aug 1'), ('2019-07-31', 'Wednesday')]",,
3303,2019-08-01T18:33:53.000Z,"Bandipora: Advisors inaugurate flood lights at SK Stadium, play-field at Gundpora.","['Stadium', 'Gundpora']","['Gundpora', 'Bandipora']",,[],,
3306,2019-08-01T18:34:28.000Z,"SRINAGAR, AUGUST 01: Dr. Syed Sehrish Asgar assumed Dir Information’s charge here AUGUST 01.",,,2019-08-01,[],,
3307,2019-08-01T18:34:45.000Z,"SRINAGAR, AUGUST 1: Principal Secretary Animal, Sheep and Fisheries department AUGUST 1 said Poultry estate Tral will revolutionize the economy of Tral.",,,2019-08-01,[],,
3308,2019-08-01T18:35:49.000Z,"Indian national arrested for 'spying', claims Pakistan police.",,['Pakistan'],,[],,
3308,2019-08-01T18:35:49.000Z,"Lahore, Aug 1: Police in Pakistan's Punjab province claimed to have arrested an ""Indian spy"" in the town of Dera Ghazi Khan.",['Punjab'],,2019-08-01,"[('2019-08-01', 'Aug 1')]",,
3310,2019-08-01T18:37:00.000Z,Rasheed on Thursday urged the NC leadership to reveal full details of the meeting with Prime Minister Modi.,,,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3317,2019-08-01T18:42:17.000Z,Govt to setup charging stations for electric buses in every district: Samoon.,,['Samoon'],,[],,
3317,2019-08-01T18:42:17.000Z,"SRINAGAR, AUGUST 1: The Government is going to erect robust electric vehicle (EV) charging infrastructure across SRINAGAR for newly introduced fleet of electric buses of SRTC.",,,2019-08-01,[],,
3321,2019-08-01T18:45:23.000Z,"SRINAGAR, AUGUST 01: - Sharma Thursday said that Govt was aiming to take several steps to channelize human resource for better service delivery in the State.",,,2019-08-01,"[('2019-08-01', 'Thursday')]",,
3323,2019-08-01T18:48:00.000Z,"Srinagar-Jammu highway was reopened for vehicular traffic on Thursday after a day-long blockade due to landslides in Jammu and Kashmir's Ramban district, officials said.","['Srinagar - Jammu', 'Kashmir']","['Jammu', 'Srinagar']",2019-08-01,"[('2019-08-01', 'Thursday')]",,
3328,2019-08-01T19:00:35.000Z,"Jammu, Aug 01: BJP national vice-president Avinash Rai Khanna on Thursday said BJP will form the next government on BJP's own in Jammu and Kashmir to begin an era of peace and development in Jammu.",['Kashmir'],,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3329,2019-08-01T19:01:53.000Z,"Srinagar, Aug 01: Police on Thursday claimed to have arrested ‘notorious fraudster’.",,,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3330,2019-08-01T19:02:57.000Z,Srinagar Aug 01: Congress has called Policy Planning group meeting Policy Planning group in Delhi on Friday.,,,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-07-26', 'Friday')]",,
3331,2019-08-01T19:03:01.000Z,Sgr-Jmu highway reopens for traffic.,['Sgr - Jmu'],,,[],,
3331,2019-08-01T19:03:01.000Z,"Srinagar, Aug 01: Sgr-Jmu highway was reopened for vehicular traffic on Thursday after a day-long blockade due to landslides in Ramban district, officials said.",,,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3332,2019-08-01T19:04:49.000Z,‘Hizb militant arrested in Budgam’.,['Budgam'],['Budgam'],,[],,
3332,2019-08-01T19:04:49.000Z,"Srinagar, Aug 01: A Hizbul Mujahideen militant was arrested with arms and ammunition from Budgam, a police official said on Thursday.",['Budgam'],,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3335,2019-08-01T19:07:33.000Z,"Srinagar, Aug 01: Army chief met Guv Malik at the Raj Bhavan in Srinagar on Thursday, officials said.",['Raj Bhavan'],,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3336,2019-08-01T19:08:57.000Z,"New Delhi, Aug 01: ED on Thursday said ED has attached Rs 1.73 cr assets of Zahoor Watali Zahoor Watali in connection with a militancy funding and money laundering case.",,,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3337,2019-08-01T19:09:00.000Z,Army responding three times more to ceasefire violations by Pak: Guv.,,['Pak'],,[],,
3337,2019-08-01T19:09:00.000Z,"Srinagar, Aug 01: Governor Satya Pal Malik Thursday said Army was responding three times more to the ceasefire violations by Pak along the Line of Control (LoC) in the state.",,,2019-08-01,"[('2019-08-01', 'Aug 01'), ('2019-08-01', 'Thursday')]",,
3338,2019-08-01T19:10:08.000Z,Governor inaugurates GMC Baramulla.,['Baramulla'],,,[],,
3343,2019-08-01T19:11:36.000Z,"New Delhi, Aug 01: President Ram Nath Kovind has given assent to Triple Talaq bill, making Triple Talaq bill a law, a government notification said.",,,2019-08-01,"[('2019-08-01', 'Aug 01')]",,
3345,2019-08-01T19:12:33.000Z,Pak to grant consular access to Kulbhushan Jadhav by Friday: FO.,,['Kulbhushan Jadhav'],2019-08-01,"[('2019-07-26', 'Friday')]",,
3345,2019-08-01T19:12:33.000Z,"Islamabad, Aug 1: Kulbhushan Jadhav, will be granted consular access by Friday, Foreign Office spokesman Mohammad Faisal said on Thursday.",,,2019-08-01,"[('2019-08-01', 'Aug 1'), ('2019-08-02', 'Friday'), ('2019-08-01', 'Thursday')]",,
3367,2019-08-01T19:42:03.000Z,"A National Conference delegation, led by A National Conference delegation, led by its president Farooq Abdullah,'s president Farooq Abdullah, met Prime Minister Narendra Modi here on Thursday and conveyed to Prime Minister Narendra Modi that assembly elections in Jammu and Kashmir should be held before the end of the year.",['Kashmir'],['Jammu and Kashmir'],2019-08-01,"[('2019-08-01', 'Thursday')]",,
